Date,Word,Count
2020-02-23,recognition,419
2020-02-24,language,659
2020-02-24,results,636
2020-02-24,study,596
2020-02-24,using,520
2020-02-24,data,463
2020-02-24,children,457
2020-02-24,used,451
2020-02-24,recognition,423
2020-02-25,language,676
2020-02-25,results,650
2020-02-25,study,614
2020-02-25,using,540
2020-02-25,data,470
2020-02-25,children,459
2020-02-25,used,458
2020-02-25,recognition,439
2020-02-26,language,684
2020-02-26,results,659
2020-02-26,study,625
2020-02-26,using,542
2020-02-26,data,472
2020-02-26,children,462
2020-02-26,used,459
2020-02-26,recognition,445
2020-02-27,language,704
2020-02-27,results,667
2020-02-27,study,637
2020-02-27,using,552
2020-02-27,data,482
2020-02-27,used,473
2020-02-27,children,463
2020-02-27,recognition,452
2020-02-28,language,710
2020-02-28,results,672
2020-02-28,study,646
2020-02-28,using,556
2020-02-28,data,489
2020-02-28,used,480
2020-02-28,children,463
2020-02-28,recognition,460
2020-02-29,language,712
2020-02-29,results,680
2020-02-29,study,653
2020-02-29,using,567
2020-02-29,data,514
2020-02-29,used,484
2020-02-29,recognition,464
2020-02-29,children,463
2020-03-01,language,802
2020-03-01,results,763
2020-03-01,study,756
2020-03-01,using,641
2020-03-01,data,584
2020-03-01,used,556
2020-03-01,recognition,545
2020-03-01,children,517
2020-03-02,language,809
2020-03-02,results,778
2020-03-02,study,764
2020-03-02,using,651
2020-03-02,data,594
2020-03-02,used,559
2020-03-02,recognition,551
2020-03-02,children,517
2020-03-03,language,837
2020-03-03,results,796
2020-03-03,study,784
2020-03-03,using,665
2020-03-03,data,609
2020-03-03,used,570
2020-03-03,recognition,560
2020-03-03,children,529
2020-03-04,language,851
2020-03-04,results,806
2020-03-04,study,795
2020-03-04,using,673
2020-03-04,data,615
2020-03-04,used,572
2020-03-04,recognition,566
2020-03-04,children,545
2020-03-05,language,851
2020-03-05,results,809
2020-03-05,study,800
2020-03-05,using,684
2020-03-05,data,621
2020-03-05,used,577
2020-03-05,recognition,567
2020-03-05,children,545
2020-03-06,language,857
2020-03-06,results,838
2020-03-06,study,807
2020-03-06,using,694
2020-03-06,data,630
2020-03-06,used,581
2020-03-06,recognition,579
2020-03-06,children,558
2020-03-07,language,859
2020-03-07,results,842
2020-03-07,study,810
2020-03-07,using,696
2020-03-07,data,637
2020-03-07,used,582
2020-03-07,recognition,580
2020-03-07,children,558
2020-03-08,language,867
2020-03-08,results,842
2020-03-08,study,810
2020-03-08,using,702
2020-03-08,data,641
2020-03-08,recognition,586
2020-03-08,used,582
2020-03-08,children,558
2020-03-09,language,872
2020-03-09,results,848
2020-03-09,study,814
2020-03-09,using,708
2020-03-09,data,650
2020-03-09,recognition,595
2020-03-09,used,585
2020-03-09,children,558
2020-03-10,language,882
2020-03-10,results,856
2020-03-10,study,828
2020-03-10,using,716
2020-03-10,data,657
2020-03-10,recognition,604
2020-03-10,used,594
2020-03-10,children,567
2020-03-11,language,906
2020-03-11,results,872
2020-03-11,study,845
2020-03-11,using,724
2020-03-11,data,669
2020-03-11,recognition,613
2020-03-11,used,604
2020-03-11,children,578
2020-03-12,language,920
2020-03-12,results,877
2020-03-12,study,855
2020-03-12,using,731
2020-03-12,data,672
2020-03-12,recognition,615
2020-03-12,used,610
2020-03-12,children,600
2020-03-13,language,920
2020-03-13,results,883
2020-03-13,study,860
2020-03-13,using,735
2020-03-13,data,676
2020-03-13,recognition,621
2020-03-13,used,613
2020-03-13,children,604
2020-03-14,language,927
2020-03-14,results,892
2020-03-14,study,876
2020-03-14,using,741
2020-03-14,data,679
2020-03-14,recognition,628
2020-03-14,used,614
2020-03-14,children,604
2020-03-15,language,939
2020-03-15,results,894
2020-03-15,study,883
2020-03-15,using,747
2020-03-15,data,689
2020-03-15,recognition,629
2020-03-15,used,621
2020-03-15,children,604
2020-03-16,language,962
2020-03-16,results,898
2020-03-16,study,894
2020-03-16,using,752
2020-03-16,data,692
2020-03-16,recognition,633
2020-03-16,used,629
2020-03-16,children,619
2020-03-17,language,977
2020-03-17,results,926
2020-03-17,study,911
2020-03-17,using,768
2020-03-17,data,706
2020-03-17,recognition,646
2020-03-17,used,636
2020-03-17,children,626
2020-03-18,language,996
2020-03-18,results,941
2020-03-18,study,929
2020-03-18,using,774
2020-03-18,data,716
2020-03-18,recognition,657
2020-03-18,used,644
2020-03-18,children,639
2020-03-19,language,1005
2020-03-19,results,961
2020-03-19,study,943
2020-03-19,using,781
2020-03-19,data,723
2020-03-19,recognition,670
2020-03-19,used,652
2020-03-19,children,639
2020-03-20,language,1030
2020-03-20,results,974
2020-03-20,study,960
2020-03-20,using,791
2020-03-20,data,732
2020-03-20,recognition,679
2020-03-20,used,655
2020-03-20,children,639
2020-03-21,language,1031
2020-03-21,results,976
2020-03-21,study,960
2020-03-21,using,793
2020-03-21,data,732
2020-03-21,recognition,680
2020-03-21,used,656
2020-03-21,children,639
2020-03-22,language,1031
2020-03-22,results,979
2020-03-22,study,960
2020-03-22,using,794
2020-03-22,data,735
2020-03-22,recognition,688
2020-03-22,used,659
2020-03-22,children,645
2020-03-23,language,1038
2020-03-23,results,992
2020-03-23,study,975
2020-03-23,using,807
2020-03-23,data,745
2020-03-23,recognition,699
2020-03-23,used,663
2020-03-23,children,648
2020-03-24,language,1038
2020-03-24,results,1003
2020-03-24,study,979
2020-03-24,using,809
2020-03-24,data,761
2020-03-24,recognition,701
2020-03-24,used,666
2020-03-24,children,654
2020-03-25,language,1046
2020-03-25,results,1016
2020-03-25,study,994
2020-03-25,using,825
2020-03-25,data,765
2020-03-25,recognition,714
2020-03-25,used,672
2020-03-25,children,654
2020-03-26,language,1055
2020-03-26,results,1030
2020-03-26,study,1003
2020-03-26,using,826
2020-03-26,data,776
2020-03-26,recognition,736
2020-03-26,used,677
2020-03-26,children,659
2020-03-27,language,1056
2020-03-27,results,1033
2020-03-27,study,1011
2020-03-27,using,832
2020-03-27,data,781
2020-03-27,recognition,736
2020-03-27,used,680
2020-03-27,children,664
2020-03-28,language,1056
2020-03-28,results,1034
2020-03-28,study,1013
2020-03-28,using,834
2020-03-28,data,783
2020-03-28,recognition,737
2020-03-28,used,680
2020-03-28,children,666
2020-03-29,language,1058
2020-03-29,results,1035
2020-03-29,study,1015
2020-03-29,using,835
2020-03-29,data,784
2020-03-29,recognition,743
2020-03-29,used,680
2020-03-29,children,666
2020-03-30,language,1081
2020-03-30,results,1048
2020-03-30,study,1040
2020-03-30,using,848
2020-03-30,data,800
2020-03-30,recognition,767
2020-03-30,used,698
2020-03-30,children,672
2020-03-31,language,1099
2020-03-31,study,1066
2020-03-31,results,1064
2020-03-31,using,865
2020-03-31,data,808
2020-03-31,recognition,778
2020-03-31,used,707
2020-03-31,children,678
2020-04-01,language,1201
2020-04-01,results,1168
2020-04-01,study,1149
2020-04-01,using,945
2020-04-01,data,898
2020-04-01,recognition,867
2020-04-01,used,759
2020-04-01,children,718
2020-04-02,language,1219
2020-04-02,results,1185
2020-04-02,study,1171
2020-04-02,using,960
2020-04-02,data,905
2020-04-02,recognition,876
2020-04-02,used,774
2020-04-02,model,719
2020-04-03,language,1231
2020-04-03,results,1203
2020-04-03,study,1177
2020-04-03,using,973
2020-04-03,data,922
2020-04-03,recognition,880
2020-04-03,used,781
2020-04-03,model,736
2020-04-04,language,1231
2020-04-04,results,1208
2020-04-04,study,1182
2020-04-04,using,973
2020-04-04,data,922
2020-04-04,recognition,891
2020-04-04,used,786
2020-04-04,model,736
2020-04-05,language,1260
2020-04-05,results,1214
2020-04-05,study,1187
2020-04-05,using,982
2020-04-05,data,923
2020-04-05,recognition,894
2020-04-05,used,787
2020-04-05,model,738
2020-04-06,language,1272
2020-04-06,results,1232
2020-04-06,study,1202
2020-04-06,using,991
2020-04-06,data,923
2020-04-06,recognition,895
2020-04-06,used,795
2020-04-06,model,746
2020-04-07,language,1289
2020-04-07,results,1244
2020-04-07,study,1210
2020-04-07,using,993
2020-04-07,data,928
2020-04-07,recognition,904
2020-04-07,used,801
2020-04-07,model,754
2020-04-08,language,1300
2020-04-08,results,1263
2020-04-08,study,1219
2020-04-08,using,1006
2020-04-08,data,935
2020-04-08,recognition,915
2020-04-08,used,811
2020-04-08,model,760
2020-04-09,language,1305
2020-04-09,results,1281
2020-04-09,study,1243
2020-04-09,using,1022
2020-04-09,data,949
2020-04-09,recognition,925
2020-04-09,used,823
2020-04-09,model,789
2020-04-10,language,1313
2020-04-10,results,1283
2020-04-10,study,1254
2020-04-10,using,1025
2020-04-10,data,953
2020-04-10,recognition,930
2020-04-10,used,831
2020-04-10,model,795
2020-04-11,language,1315
2020-04-11,results,1287
2020-04-11,study,1257
2020-04-11,using,1029
2020-04-11,data,956
2020-04-11,recognition,933
2020-04-11,used,835
2020-04-11,model,800
2020-04-12,language,1316
2020-04-12,results,1288
2020-04-12,study,1257
2020-04-12,using,1029
2020-04-12,data,956
2020-04-12,recognition,933
2020-04-12,used,837
2020-04-12,model,800
2020-04-13,language,1321
2020-04-13,results,1295
2020-04-13,study,1263
2020-04-13,using,1032
2020-04-13,data,966
2020-04-13,recognition,934
2020-04-13,used,842
2020-04-13,model,807
2020-04-14,language,1326
2020-04-14,results,1313
2020-04-14,study,1273
2020-04-14,using,1039
2020-04-14,data,978
2020-04-14,recognition,943
2020-04-14,used,850
2020-04-14,model,812
2020-04-15,language,1342
2020-04-15,results,1325
2020-04-15,study,1297
2020-04-15,using,1052
2020-04-15,data,993
2020-04-15,recognition,948
2020-04-15,used,863
2020-04-15,model,813
2020-04-16,language,1353
2020-04-16,results,1339
2020-04-16,study,1303
2020-04-16,using,1068
2020-04-16,data,1013
2020-04-16,recognition,949
2020-04-16,used,872
2020-04-16,model,813
2020-04-17,language,1358
2020-04-17,results,1345
2020-04-17,study,1310
2020-04-17,using,1069
2020-04-17,data,1015
2020-04-17,recognition,957
2020-04-17,used,875
2020-04-17,model,817
2020-04-18,language,1358
2020-04-18,results,1353
2020-04-18,study,1317
2020-04-18,using,1077
2020-04-18,data,1023
2020-04-18,recognition,960
2020-04-18,used,878
2020-04-18,model,821
2020-04-19,language,1361
2020-04-19,results,1354
2020-04-19,study,1317
2020-04-19,using,1077
2020-04-19,data,1024
2020-04-19,recognition,960
2020-04-19,used,883
2020-04-19,model,825
2020-04-20,language,1376
2020-04-20,results,1365
2020-04-20,study,1329
2020-04-20,using,1092
2020-04-20,data,1050
2020-04-20,recognition,977
2020-04-20,used,891
2020-04-20,model,844
2020-04-21,language,1376
2020-04-21,results,1374
2020-04-21,study,1346
2020-04-21,using,1106
2020-04-21,data,1060
2020-04-21,recognition,982
2020-04-21,used,900
2020-04-21,model,844
2020-04-22,results,1382
2020-04-22,language,1379
2020-04-22,study,1352
2020-04-22,using,1113
2020-04-22,data,1069
2020-04-22,recognition,983
2020-04-22,used,902
2020-04-22,model,851
2020-04-23,results,1386
2020-04-23,language,1383
2020-04-23,study,1356
2020-04-23,using,1119
2020-04-23,data,1075
2020-04-23,recognition,989
2020-04-23,used,905
2020-04-23,model,856
2020-04-24,language,1400
2020-04-24,results,1398
2020-04-24,study,1364
2020-04-24,using,1128
2020-04-24,data,1080
2020-04-24,recognition,994
2020-04-24,used,912
2020-04-24,model,864
2020-04-25,results,1404
2020-04-25,language,1402
2020-04-25,study,1370
2020-04-25,using,1134
2020-04-25,data,1085
2020-04-25,recognition,1005
2020-04-25,used,920
2020-04-25,model,879
2020-04-26,language,1414
2020-04-26,results,1409
2020-04-26,study,1385
2020-04-26,using,1137
2020-04-26,data,1088
2020-04-26,recognition,1008
2020-04-26,used,922
2020-04-26,model,888
2020-04-27,results,1418
2020-04-27,language,1416
2020-04-27,study,1401
2020-04-27,using,1149
2020-04-27,data,1090
2020-04-27,recognition,1017
2020-04-27,used,928
2020-04-27,model,888
2020-04-28,results,1430
2020-04-28,language,1427
2020-04-28,study,1413
2020-04-28,using,1156
2020-04-28,data,1109
2020-04-28,recognition,1022
2020-04-28,used,932
2020-04-28,model,899
2020-04-29,results,1444
2020-04-29,language,1444
2020-04-29,study,1424
2020-04-29,using,1167
2020-04-29,data,1115
2020-04-29,recognition,1029
2020-04-29,used,937
2020-04-29,model,905
2020-04-30,language,1474
2020-04-30,results,1456
2020-04-30,study,1445
2020-04-30,using,1178
2020-04-30,data,1127
2020-04-30,recognition,1037
2020-04-30,used,948
2020-04-30,model,912
2020-05-01,language,1771
2020-05-01,results,1697
2020-05-01,study,1565
2020-05-01,data,1494
2020-05-01,using,1453
2020-05-01,recognition,1277
2020-05-01,model,1269
2020-05-01,used,1119
2020-05-02,language,1781
2020-05-02,results,1703
2020-05-02,study,1571
2020-05-02,data,1498
2020-05-02,using,1456
2020-05-02,recognition,1283
2020-05-02,model,1270
2020-05-02,used,1121
2020-05-03,language,1788
2020-05-03,results,1713
2020-05-03,study,1576
2020-05-03,data,1508
2020-05-03,using,1463
2020-05-03,recognition,1289
2020-05-03,model,1279
2020-05-03,used,1124
2020-05-04,language,1807
2020-05-04,results,1726
2020-05-04,study,1583
2020-05-04,data,1524
2020-05-04,using,1479
2020-05-04,recognition,1300
2020-05-04,model,1300
2020-05-04,used,1131
2020-05-05,language,1813
2020-05-05,results,1735
2020-05-05,study,1590
2020-05-05,data,1536
2020-05-05,using,1481
2020-05-05,recognition,1308
2020-05-05,model,1304
2020-05-05,used,1137
2020-05-06,language,1820
2020-05-06,results,1741
2020-05-06,study,1597
2020-05-06,data,1543
2020-05-06,using,1497
2020-05-06,recognition,1308
2020-05-06,model,1306
2020-05-06,used,1142
2020-05-07,language,1823
2020-05-07,results,1749
2020-05-07,study,1605
2020-05-07,data,1552
2020-05-07,using,1504
2020-05-07,recognition,1318
2020-05-07,model,1314
2020-05-07,used,1145
2020-05-08,language,1828
2020-05-08,results,1750
2020-05-08,study,1606
2020-05-08,data,1556
2020-05-08,using,1506
2020-05-08,recognition,1327
2020-05-08,model,1317
2020-05-08,used,1153
2020-05-10,language,1834
2020-05-10,results,1752
2020-05-10,study,1614
2020-05-10,data,1556
2020-05-10,using,1509
2020-05-10,recognition,1330
2020-05-10,model,1321
2020-05-10,used,1156
2020-05-11,language,1848
2020-05-11,results,1763
2020-05-11,study,1626
2020-05-11,data,1573
2020-05-11,using,1522
2020-05-11,recognition,1340
2020-05-11,model,1327
2020-05-11,used,1162
2020-05-12,language,1860
2020-05-12,results,1772
2020-05-12,study,1633
2020-05-12,data,1583
2020-05-12,using,1529
2020-05-12,model,1350
2020-05-12,recognition,1349
2020-05-12,used,1166
2020-05-13,language,1882
2020-05-13,results,1783
2020-05-13,study,1651
2020-05-13,data,1587
2020-05-13,using,1536
2020-05-13,recognition,1361
2020-05-13,model,1360
2020-05-13,used,1169
2020-05-14,language,1890
2020-05-14,results,1804
2020-05-14,study,1667
2020-05-14,data,1606
2020-05-14,using,1552
2020-05-14,recognition,1381
2020-05-14,model,1372
2020-05-14,used,1181
2020-05-15,language,1904
2020-05-15,results,1814
2020-05-15,study,1670
2020-05-15,data,1630
2020-05-15,using,1564
2020-05-15,recognition,1401
2020-05-15,model,1394
2020-05-15,used,1200
2020-05-16,language,1911
2020-05-16,results,1825
2020-05-16,study,1671
2020-05-16,data,1646
2020-05-16,using,1577
2020-05-16,model,1426
2020-05-16,recognition,1415
2020-05-16,used,1204
2020-05-17,language,1918
2020-05-17,results,1826
2020-05-17,study,1674
2020-05-17,data,1658
2020-05-17,using,1588
2020-05-17,model,1434
2020-05-17,recognition,1417
2020-05-17,used,1208
2020-05-18,language,1943
2020-05-18,results,1841
2020-05-18,study,1683
2020-05-18,data,1680
2020-05-18,using,1601
2020-05-18,model,1469
2020-05-18,recognition,1434
2020-05-18,used,1218
2020-05-19,language,1954
2020-05-19,results,1857
2020-05-19,data,1700
2020-05-19,study,1692
2020-05-19,using,1614
2020-05-19,model,1491
2020-05-19,recognition,1450
2020-05-19,used,1227
2020-05-20,language,1972
2020-05-20,results,1882
2020-05-20,data,1716
2020-05-20,study,1702
2020-05-20,using,1625
2020-05-20,model,1532
2020-05-20,recognition,1464
2020-05-20,used,1236
2020-05-21,language,1989
2020-05-21,results,1896
2020-05-21,data,1723
2020-05-21,study,1710
2020-05-21,using,1644
2020-05-21,model,1560
2020-05-21,recognition,1484
2020-05-21,used,1238
2020-05-22,language,1997
2020-05-22,results,1903
2020-05-22,data,1732
2020-05-22,study,1723
2020-05-22,using,1652
2020-05-22,model,1568
2020-05-22,recognition,1491
2020-05-22,used,1244
2020-05-23,language,2002
2020-05-23,results,1906
2020-05-23,data,1733
2020-05-23,study,1725
2020-05-23,using,1658
2020-05-23,model,1571
2020-05-23,recognition,1494
2020-05-23,used,1246
2020-05-24,language,2008
2020-05-24,results,1914
2020-05-24,data,1739
2020-05-24,study,1729
2020-05-24,using,1661
2020-05-24,model,1582
2020-05-24,recognition,1497
2020-05-24,used,1249
2020-05-25,language,2080
2020-05-25,results,2016
2020-05-25,study,1820
2020-05-25,data,1784
2020-05-25,using,1716
2020-05-25,model,1620
2020-05-25,recognition,1517
2020-05-25,used,1282
2020-05-26,language,2086
2020-05-26,results,2028
2020-05-26,study,1825
2020-05-26,data,1802
2020-05-26,using,1719
2020-05-26,model,1640
2020-05-26,recognition,1522
2020-05-26,used,1291
2020-05-27,language,2116
2020-05-27,results,2048
2020-05-27,study,1847
2020-05-27,data,1820
2020-05-27,using,1733
2020-05-27,model,1658
2020-05-27,recognition,1526
2020-05-27,used,1301
2020-05-28,language,2126
2020-05-28,results,2072
2020-05-28,study,1870
2020-05-28,data,1842
2020-05-28,using,1742
2020-05-28,model,1671
2020-05-28,recognition,1535
2020-05-28,used,1319
2020-05-29,language,2136
2020-05-29,results,2086
2020-05-29,study,1879
2020-05-29,data,1860
2020-05-29,using,1752
2020-05-29,model,1686
2020-05-29,recognition,1536
2020-05-29,used,1324
2020-05-30,language,2141
2020-05-30,results,2087
2020-05-30,study,1884
2020-05-30,data,1867
2020-05-30,using,1761
2020-05-30,model,1688
2020-05-30,recognition,1536
2020-05-30,used,1325
2020-05-31,language,2147
2020-05-31,results,2091
2020-05-31,study,1900
2020-05-31,data,1878
